,time,value
0,00-00-00,0
1,00-30-00,0
2,01-00-00,0
3,01-30-00,0
4,02-00-00,0
5,02-30-00,0
6,03-00-00,0
7,03-30-00,0
8,04-00-00,1
9,04-30-00,0
10,05-00-00,0
11,05-30-00,0
12,06-00-00,0
13,06-30-00,1
14,07-00-00,7
15,07-30-00,0
16,08-00-00,10
17,08-30-00,0
18,09-00-00,19
19,09-30-00,0
20,10-00-00,13
21,10-30-00,6
22,11-00-00,0
23,11-30-00,35
24,12-00-00,0
25,12-30-00,16
26,13-00-00,11
27,13-30-00,0
28,14-00-00,8
29,14-30-00,0
30,15-00-00,9
31,15-30-00,0
32,16-00-00,11
33,16-30-00,0
34,17-00-00,31
35,17-30-00,0
36,18-00-00,26
37,18-30-00,0
38,19-00-00,7
39,19-30-00,16
40,20-00-00,0
41,20-30-00,16
42,21-00-00,0
43,21-30-00,5
44,22-00-00,0
45,22-30-00,7
46,23-00-00,0
47,23-30-00,0
